domain,company,industry,employees,agent_count,acd,acd_source,acd_observed,wfm,wfm_source,wfm_observed,source,sf_owner_id,sixsense_stage,sixsense_intent,heat_lane,heat_score
paypal.com,PayPal,Financial Services,29900,3000,Genesys,predictleads:https://www.genesys.com,2026-05-05,Unknown,,,"employees 29,900 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 3,000 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGQIA2,Target,87,,
pepsico.com,Pepsico Inc,Other,278000,16700,Unknown,,,Unknown,,,"employees 278,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 16,700 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (25 vs 25 pts).",005V5000001ceLdIAI,Purchase,92,,
point32health.org,Point32Health,Health Insurance,4000,600,Avaya,predictleads:https://www.avaya.com,2024-12-16,Verint,predictleads:https://www.verint.com,2026-05-27,"employees 4,000 as of 2026 per https://www.point32health.org/careers/culture-values (""The Point32Health team is made up of 4,000+ colleagues."", facts_updated 2026-09-11). agent_count 600 is a banded ESTIMATE, not a disclosed figure: employees x 0.15 (Health Insurance); scale band robust at +/-30% (5 vs 5 pts). Note: More than 450 jobs cut over three rounds (Oct 2025 to Mar 2026) on a $301 million 2025 operating loss; CEO Patrick Gilligan (Jun 2025) and COO Katie Catlender (Jan 2024) are not fresh leadership changes.",005V5000006tDZ3IAM,Consideration,52,,
portlandgeneral.com,Portland General Electric Company,Other,2873,200,Unknown,,,Unknown,,,"employees 2,873 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 200 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Purchase,90,,
premera.com,Premera Blue Cross Washington (BCBS WA),Health Insurance,3250,500,Genesys,predictleads:https://www.genesys.com,2026-09-03,Unknown,,,"employees 3,250 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 500 is a banded ESTIMATE, not a disclosed figure: employees x 0.15 (Health Insurance); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Decision,82,,
primerica.com,Primerica,Insurance,2381,200,Avaya,predictleads:https://www.avaya.com,2026-03-11,Unknown,,,"employees 2,381 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 200 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Insurance); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGRIA2,Purchase,96,,
primetherapeutics.com,Prime Therapeutics,Health Insurance,3800,600,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-03-25,Unknown,,,"employees 3,800 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 600 is a banded ESTIMATE, not a disclosed figure: employees x 0.15 (Health Insurance); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGQIA2,Decision,72,,
principal.com,Principal Financial Group,Financial Services,19300,1900,Genesys,predictleads:https://www.genesys.com,2026-08-11,Unknown,,,"employees 19,300 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 1,900 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (12 vs 12 pts).",005V5000001gAGWIA2,Purchase,93,,
progressive.com,Progressive Insurance,Insurance,55100,5500,Five9,predictleads:https://www.five9.com,2026-05-20,Verint,predictleads:https://www.verint.com,2025-12-20,"employees 55,100 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 5,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Insurance); scale band SENSITIVE at +/-30% (18 vs 22 pts).",005V5000001gAGSIA2,Consideration,66,,
rakuten.com,Rakuten (eBates),Financial Services,1000,100,Unknown,,,Unknown,,,"employees 1,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 100 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Consideration,61,,
raymondjames.com,Raymond James,Financial Services,14491,1400,NICE,predictleads:https://www.nice.com,2026-02-04,Unknown,,,"employees 14,491 per the Clay Audiences company record (employee_count, record updated 2026-09-08, read 2026-09-13); no filing-grade fact on file. agent_count 1,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (5 vs 12 pts).",005V5000001gAGTIA2,Decision,83,,
regions.com,Regions Financial Corporation,Banking,19969,1600,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-07-25,Unknown,,,"employees 19,969 as of 2025-12-31 per https://www.sec.gov/Archives/edgar/data/1281761/000128176126000019/rf-20251231.htm (""19,969 full-time equivalent employees"", facts_updated 2026-09-11). agent_count 1,600 is a banded ESTIMATE, not a disclosed figure: employees x 0.08 (Banking); scale band robust at +/-30% (12 vs 12 pts). Note: Contact centers in Birmingham, Nashville, Houston and Salt Lake City per the careers page, no public headcount; the same-day 8-K states 'Expenses remained well-controlled; supporting self-funding of growth initiatives'.",005V5000004XWIAIA4,Consideration,66,,
republicservices.com,Republic Services,Other,40000,2400,Genesys,predictleads:https://www.genesys.com,2025-10-16,Calabrio,predictleads:https://www.calabrio.com,2024-11-25,"employees 40,000 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 2,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGSIA2,Decision,83,,
riteaid.com,Rite Aid Corporation,Other,47000,2800,Unknown,,,Unknown,,,"employees 47,000 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 2,800 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gBKBIA2,Decision,85,,
roche.com,Roche Diagnostics,Healthcare Services,26000,1300,Genesys,predictleads:https://www.genesys.com,2026-05-13,Unknown,,,"employees 26,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 1,300 is a banded ESTIMATE, not a disclosed figure: employees x 0.05 (Healthcare Services); scale band SENSITIVE at +/-30% (5 vs 12 pts).",005V5000006tDZ3IAM,Decision,80,,
rossstores.com,"Ross Stores, Inc.",Other,101000,6100,Unknown,,,Unknown,,,"employees 101,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 6,100 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (18 vs 22 pts).",005V5000001gBKBIA2,Decision,83,,
safeway.com,Safeway,Other,206335,12400,Unknown,,,Unknown,,,"employees 206,335 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 12,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (22 vs 25 pts).",005V5000001gAGTIA2,Decision,72,,
samsclub.com,Sam's Club,Other,154850,9300,Unknown,,,Unknown,,,"employees 154,850 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 9,300 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (22 vs 25 pts).",005V5000001gAGSIA2,Decision,75,,
sanfordhealth.org,Sanford Health,Healthcare Services,15923,800,Cisco,predictleads:https://www.cisco.com,2026-08-12,Unknown,,,"employees 15,923 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 800 is a banded ESTIMATE, not a disclosed figure: employees x 0.05 (Healthcare Services); scale band SENSITIVE at +/-30% (5 vs 12 pts).",005V5000006tDZ3IAM,Decision,80,,
schwab.com,Charles Schwab,Financial Services,35300,3500,Unknown,,,Unknown,,,"employees 35,300 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 3,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGQIA2,Decision,76,,
securian.com,"Securian Financial Group, Inc.",Financial Services,6500,600,NICE,predictleads:https://www.nice.com,2026-08-20,Unknown,,,"employees 6,500 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 600 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (5 vs 5 pts).",005V5000004XWIAIA4,Decision,79,,
shelterinsurance.com,Shelter Mutual Insurance Company,Insurance,3145,300,Unknown,,,Unknown,,,"employees 3,145 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 300 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Insurance); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAPTIA2,Consideration,67,,
southerncompany.com,Southern Company Gas,Other,27000,1600,Five9,predictleads:https://www.five9.com,2026-04-10,Unknown,,,"employees 27,000 per the Clay Audiences company record (employee_count, record updated 2026-09-09, read 2026-09-13); no filing-grade fact on file. agent_count 1,600 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (12 vs 12 pts).",005V5000001gAGRIA2,Decision,71,,
spglobal.com,S&P Global Ratings,Financial Services,20000,2000,Avaya,predictleads:https://www.avaya.com,2024-04-11,Verint,predictleads:https://www.verint.com,2024-04-25,"employees 20,000 per the Clay Audiences company record (employee_count, record updated 2026-09-09, read 2026-09-13); no filing-grade fact on file. agent_count 2,000 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gBKBIA2,Decision,85,,
starbucks.com,Starbucks,Other,157000,9400,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-08-08,Unknown,,,"employees 157,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 9,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (22 vs 25 pts).",005V5000000LwXFIA0,Decision,74,,
statefarm.com,State Farm,Insurance,62000,6200,Unknown,,,Unknown,,,"employees 62,000 as of 2026-02-26 per https://newsroom.statefarm.com/state-farm-reports-2025-financial-results/ (""its more than 19,200 agent offices and over 62,000 employees serve over 96 million policies and accounts"", facts_updated 2026-09-11). agent_count 6,200 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Insurance); scale band SENSITIVE at +/-30% (18 vs 22 pts). Note: Customer service hiring named for Atlanta, Bloomington, Dallas and Phoenix; roughly 13,000 Bloomington employees consolidate into Corporate South by end of 2027; California DOI enforcement action 2026-05-04 (398 violations in 114 of 220 sampled wildfire claims) sits just outside the trigger window.",005V5000001gAGTIA2,Purchase,87,,
t-mobile.com,T-Mobile,Other,71000,4300,Cisco,predictleads:https://www.cisco.com,2026-07-16,Unknown,,,"employees 71,000 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 4,300 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (18 vs 22 pts).",005V5000001gAGQIA2,Decision,84,,
target.com,Target Corporation,Other,440000,26400,Genesys,predictleads:https://www.genesys.com,2026-02-23,Unknown,,,"employees 440,000 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 26,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (25 vs 25 pts).",005V5000001gAGQIA2,Purchase,91,,
td.com,TD Bank Group (The Toronto-Dominion Bank),Banking,102218,8200,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-08-12,Unknown,,,"employees 102,218 as of 2025 per https://www.sec.gov/Archives/edgar/data/947263/000156276225000289/ex991.htm (""TD had an average of 102,218 full-time equivalent employees for fiscal 2025."", facts_updated 2026-09-11). agent_count 8,200 is a banded ESTIMATE, not a disclosed figure: employees x 0.08 (Banking); scale band SENSITIVE at +/-30% (22 vs 25 pts). Note: Group-wide fiscal 2025 average FTE; the U.S. Banking segment shows 30,436 average FTE for Q3 2026 in the Aug 27 2026 results release, which also carries $200 million of 2026 year-to-date restructuring charges; call center operations were realigned from Corporate to the businesses in Q3 2025. A 2021 Jacksonville figure of about 200 customer service and operations positions was found and NOT used as a contact-centre count.",005V5000001gAGQIA2,Purchase,75,,
te.com,TE Connectivity,Other,93000,5600,Genesys,predictleads:https://www.genesys.com,2026-09-02,Unknown,,,"employees 93,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 5,600 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (18 vs 22 pts).",005V5000004XWIAIA4,Decision,76,,
thehartford.com,The Hartford Financial Services Group,Financial Services,18800,1900,Genesys,predictleads:https://www.genesys.com,2026-08-28,Unknown,,,"employees 18,800 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 1,900 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (12 vs 12 pts).",005V5000001gAGSIA2,Decision,85,,
tjx.com,"The TJX Companies, Inc.",Other,329000,19700,NICE,predictleads:https://www.nice.com,2025-10-28,Unknown,,,"employees 329,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 19,700 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (25 vs 25 pts).",005V5000001gAGUIA2,Consideration,54,,
toyota.com,"Toyota Motor Sales, U.S.A., Inc.",Other,39000,2300,Unknown,,,Calabrio,predictleads:https://www.calabrio.com,2026-05-14,"employees 39,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 2,300 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGSIA2,Decision,80,,
tractorsupply.com,"Tractor Supply Company, Inc.",Other,52000,3100,Unknown,,,Unknown,,,"employees 52,000 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 3,100 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gBKBIA2,Consideration,61,,
truist.com,Truist Financial Corporation,Banking,38711,3100,RingCentral,predictleads:https://www.ringcentral.com,2024-03-18,Unknown,,,"employees 38,711 as of 2025-12-31 per https://www.sec.gov/Archives/edgar/data/92230/000009223026000030/tfc-20251231.htm (""38,711"", facts_updated 2026-09-11). agent_count 3,100 is a banded ESTIMATE, not a disclosed figure: employees x 0.08 (Banking); scale band SENSITIVE at +/-30% (12 vs 18 pts). Note: Headcount confirmed in the FY2025 10-K by EDGAR full-text search, quote is the bare figure because the inline XBRL would not render; care centers are led by Kimberly Dorsett, Head of Truist Care Centers; AI Call Summaries supported more than 70% of care center inbound interactions in Q2 2026.",005V5000001gAGTIA2,Purchase,89,,
uchealth.org,UCHealth,Healthcare Services,28500,1400,NICE,predictleads:https://www.nice.com,2020-12-09,Unknown,,,"employees 28,500 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 1,400 is a banded ESTIMATE, not a disclosed figure: employees x 0.05 (Healthcare Services); scale band SENSITIVE at +/-30% (5 vs 12 pts).",005V5000001gAGRIA2,Purchase,90,,
uhhospitals.org,University Hospitals,Healthcare Services,30000,1500,Avaya,predictleads:https://www.avaya.com,2023-07-11,Calabrio,predictleads:https://www.calabrio.com,2023-07-11,"employees 30,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 1,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.05 (Healthcare Services); scale band robust at +/-30% (12 vs 12 pts).",005V5000001gAGSIA2,Decision,84,,
ulta.com,"Ulta Salon, Cosmetics & Fragrance, Inc.",Other,53000,3200,Talkdesk,predictleads:https://www.talkdesk.com,2022-11-25,Unknown,,,"employees 53,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 3,200 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gBKBIA2,Consideration,60,,
unitedrentals.com,"United Rentals, Inc.",Other,24600,1500,Five9,predictleads:https://www.five9.com,2026-05-26,Unknown,,,"employees 24,600 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 1,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (12 vs 12 pts).",005V5000001gBKBIA2,Decision,78,,
upmc.com,UPMC,Health Insurance,92000,13800,Avaya,predictleads:https://www.avaya.com,2026-08-25,Unknown,,,"employees 92,000 per the Clay Audiences company record (employee_count, record updated 2026-09-05, read 2026-09-13); no filing-grade fact on file. agent_count 13,800 is a banded ESTIMATE, not a disclosed figure: employees x 0.15 (Health Insurance); scale band SENSITIVE at +/-30% (22 vs 25 pts).",005V5000001gAGUIA2,Purchase,87,,
usaa.com,USAA,Financial Services,37000,3700,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-04-30,Aspect,predictleads:https://www.alvaria.com,2024-11-18,"employees 37,000 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 3,700 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (18 vs 18 pts).",005V5000001gAGSIA2,Decision,70,,
uscellular.com,US Cellular,Other,4600,300,Unknown,,,Unknown,,,"employees 4,600 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 300 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGTIA2,Decision,84,,
vanguard.com,The Vanguard Group,Financial Services,20000,2000,Unknown,,,Unknown,,,"employees 20,000 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 2,000 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGSIA2,Consideration,66,,
visa.com,Visa,Financial Services,28800,2900,Genesys,predictleads:https://www.genesys.com,2026-07-04,Unknown,,,"employees 28,800 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 2,900 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000006tDZ3IAM,Consideration,61,,
vivintsolar.com,Vivint Solar,Other,2542,200,NICE,predictleads:https://www.nice.com,2021-07-15,Unknown,,,"employees 2,542 per the Clay Audiences company record (employee_count, record updated 2026-09-11, read 2026-09-13); no filing-grade fact on file. agent_count 200 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGPIA2,Purchase,86,,
voya.com,Voya Financial,Financial Services,7000,700,Avaya,predictleads:https://www.avaya.com,2026-06-10,Unknown,,,"employees 7,000 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 700 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Decision,73,,
walgreens.com,Walgreens,Other,225000,13500,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-06-25,Unknown,,,"employees 225,000 per the Clay Audiences company record (employee_count, record updated 2026-09-10, read 2026-09-13); no filing-grade fact on file. agent_count 13,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (22 vs 25 pts).",005V5000001gAGQIA2,Decision,84,,
westpac.com.au,Westpac,Financial Services,34749,3500,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2026-03-03,Unknown,,,"employees 34,749 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 3,500 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gBKBIA2,Decision,83,,
wexinc.com,Wex,Banking,5500,400,Genesys,predictleads:https://www.genesys.com,2024-12-16,Unknown,,,"employees 5,500 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 400 is a banded ESTIMATE, not a disclosed figure: employees x 0.08 (Banking); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Consideration,58,,
wholefoodsmarket.com,"Whole Foods Market, Inc.",Other,105000,6300,Amazon Connect,predictleads:https://aws.amazon.com/connect/,2024-07-31,Unknown,,,"employees 105,000 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 6,300 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (18 vs 22 pts).",005V5000001gAGUIA2,Decision,82,,
windstream.com,Windstream Communications,Other,11080,700,NICE,predictleads:https://www.nice.com,2025-08-09,Unknown,,,"employees 11,080 per the Clay Audiences company record (employee_count, record updated 2026-09-08, read 2026-09-13); no filing-grade fact on file. agent_count 700 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGWIA2,Purchase,87,,
wm.com,Waste Management,Other,49500,3000,Avaya,predictleads:https://www.avaya.com,2026-06-20,Unknown,,,"employees 49,500 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 3,000 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band SENSITIVE at +/-30% (12 vs 18 pts).",005V5000001gAGRIA2,Decision,77,,
worldpay.us,"WorldPay US, Inc.",Financial Services,8186,800,Unknown,,,Unknown,,,"employees 8,186 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 800 is a banded ESTIMATE, not a disclosed figure: employees x 0.10 (Financial Services); scale band SENSITIVE at +/-30% (5 vs 12 pts).",005V5000001gAGWIA2,Consideration,63,,
wowway.com,WOW! (WideOpenWest),Other,1500,100,Avaya,predictleads:https://www.avaya.com,2022-02-16,Unknown,,,"employees 1,500 per the Clay Audiences company record (employee_count, record updated 2026-09-12, read 2026-09-13); no filing-grade fact on file. agent_count 100 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGRIA2,Decision,82,,
xcelenergy.com,Xcel Energy,Other,11982,700,Five9,predictleads:https://www.five9.com,2022-03-25,Unknown,,,"employees 11,982 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 700 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gAGUIA2,Consideration,64,,
zalecorp.com,Zale Corporation,Other,2092,100,Unknown,,,Unknown,,,"employees 2,092 per the Clay Audiences company record (employee_count, record updated 2026-09-13, read 2026-09-13); no filing-grade fact on file. agent_count 100 is a banded ESTIMATE, not a disclosed figure: employees x 0.06 (Other); scale band robust at +/-30% (5 vs 5 pts).",005V5000001gBKBIA2,Consideration,60,,
